CrashSeverity,Latitude,Longitude
Property Damage Only,40.825516,-82.05915
Serious Injury Suspected,40.956238,-81.658783
Serious Injury Suspected,40.789925,-81.999161
Property Damage Only,40.757347,-81.843054
Property Damage Only,40.851654,-81.829106
Property Damage Only,40.892425,-81.972631
Property Damage Only,40.900967,-82.108513
Property Damage Only,40.797023,-81.765335
Property Damage Only,40.974243,-82.047514
Property Damage Only,40.71896,-81.674736
Minor Injury Suspected,40.987825,-81.971752
Property Damage Only,40.986533,-82.054593
Property Damage Only,40.858016,-82.061661
Property Damage Only,40.925327,-81.936694
Property Damage Only,40.767893,-82.023318
Minor Injury Suspected,40.869754,-81.842494
Property Damage Only,40.868695,-81.76464
Property Damage Only,40.787633,-81.958006
Property Damage Only,40.901191,-81.975182
Property Damage Only,40.929884,-81.967269
Fatal,40.944934,-81.994024
Property Damage Only,40.978823,-82.042871
Minor Injury Suspected,40.836276,-81.842398
Serious Injury Suspected,40.782757,-81.746265
Minor Injury Suspected,40.697814,-81.711949
Property Damage Only,40.797329,-81.667512
Property Damage Only,40.79557,-81.901769
Minor Injury Suspected,40.945861,-81.848084
Property Damage Only,40.945956,-81.783385
Property Damage Only,40.915271,-81.959987
Injury Possible,40.988496,-81.679279
Property Damage Only,40.973184,-82.048042
Minor Injury Suspected,40.98578,-81.93876
Minor Injury Suspected,40.738878,-81.93458
Property Damage Only,40.858184,-81.975478
Serious Injury Suspected,40.962094,-81.834663
Minor Injury Suspected,40.901837,-81.803508
Minor Injury Suspected,40.769806,-81.910599
Minor Injury Suspected,40.740955,-81.811756
Property Damage Only,40.667513,-81.648327
Minor Injury Suspected,40.873933,-81.842213
Property Damage Only,40.933196,-82.114236
Serious Injury Suspected,40.873692,-81.842803
Minor Injury Suspected,40.857925,-81.99362
Property Damage Only,40.969393,-81.709241
Property Damage Only,40.946278,-81.763517
Minor Injury Suspected,40.879018,-82.10851
Property Damage Only,40.858039,-81.877819
Serious Injury Suspected,40.888485,-81.831458
Property Damage Only,40.937223,-82.104579
Minor Injury Suspected,40.888597,-81.819086
Property Damage Only,40.924839,-82.11795
Property Damage Only,40.946223,-81.770023
Property Damage Only,40.857946,-82.103383
Property Damage Only,40.942513,-82.093561
Fatal,40.941334,-81.859431
Serious Injury Suspected,40.942541,-81.657616
Minor Injury Suspected,40.799939,-81.844023
Property Damage Only,40.677368,-81.949266
Fatal,40.757033,-81.99428
Minor Injury Suspected,40.760549,-82.078735
Minor Injury Suspected,40.78523,-81.994384
Minor Injury Suspected,40.838458,-82.041357
Minor Injury Suspected,40.772403,-81.97235
Property Damage Only,40.964292,-82.057787
Property Damage Only,40.988528,-81.662982
Minor Injury Suspected,40.893849,-81.97196
Property Damage Only,40.960615,-81.708616
Minor Injury Suspected,40.927952,-82.040955
Property Damage Only,40.799973,-81.81718
Property Damage Only,40.668345,-82.043214
Property Damage Only,40.703139,-81.784332
Property Damage Only,40.902243,-81.762904
Minor Injury Suspected,40.945851,-81.870964
Property Damage Only,40.799532,-82.024349
Property Damage Only,40.785543,-82.09155
Fatal,40.800595,-81.732713
Minor Injury Suspected,40.932566,-82.114703
Serious Injury Suspected,40.684832,-81.745901
Serious Injury Suspected,40.714737,-81.755629
Property Damage Only,40.755034,-81.978544
Property Damage Only,40.947288,-82.081635
Property Damage Only,40.793228,-81.96363
Property Damage Only,40.885932,-81.822546
Property Damage Only,40.967172,-82.109591
Property Damage Only,40.900884,-82.052606
Property Damage Only,40.795946,-81.891619
Property Damage Only,40.98741,-82.021455
Property Damage Only,40.799414,-81.909493
Minor Injury Suspected,40.71173,-81.84268
Property Damage Only,40.960048,-82.062564
Property Damage Only,40.883305,-82.053228
Property Damage Only,40.694907,-81.809475
Property Damage Only,40.800859,-81.912817
Serious Injury Suspected,40.767921,-82.022864
Injury Possible,40.693135,-81.82005
Property Damage Only,40.793135,-81.806879
Property Damage Only,40.800769,-81.732152
Property Damage Only,40.950701,-81.831425
Property Damage Only,40.948427,-82.080216
Injury Possible,40.795479,-81.814867
Injury Possible,40.879952,-81.964866
Injury Possible,40.793083,-81.806785
Property Damage Only,40.712476,-81.944238
Minor Injury Suspected,40.80982,-81.692966
Minor Injury Suspected,40.984148,-81.685017
Property Damage Only,40.757112,-81.874574
Injury Possible,40.7645,-81.898461
Property Damage Only,40.667963,-81.995301
Injury Possible,40.974419,-82.053892
Property Damage Only,40.955115,-82.068411
Minor Injury Suspected,40.859874,-82.073871
Property Damage Only,40.932382,-82.115705
Property Damage Only,40.930418,-82.119056
Property Damage Only,40.950371,-82.075807
Property Damage Only,40.925294,-82.124743
Property Damage Only,40.934767,-82.123587
Property Damage Only,40.792959,-81.961223
Property Damage Only,40.902443,-81.705028
Property Damage Only,40.857801,-81.93004
Minor Injury Suspected,40.756823,-81.87008
Property Damage Only,40.868785,-81.946429
Property Damage Only,40.80076,-81.728188
Property Damage Only,40.795479,-81.9136
Property Damage Only,40.858054,-82.053557
Property Damage Only,40.705479,-81.731436
Property Damage Only,40.880704,-82.013544
Property Damage Only,40.812963,-81.682385
Injury Possible,40.711269,-81.677098
Injury Possible,40.719777,-81.674259
Property Damage Only,40.797364,-81.675176
Property Damage Only,40.859335,-81.708354
Minor Injury Suspected,40.918897,-82.105928
Property Damage Only,40.849747,-81.973125
Minor Injury Suspected,40.873117,-81.763397
Injury Possible,40.740901,-81.81276
Property Damage Only,40.693898,-81.700467
Injury Possible,40.886262,-82.124108
Property Damage Only,40.810382,-81.844069
Property Damage Only,40.782851,-81.84392
Minor Injury Suspected,40.928067,-82.040825
Minor Injury Suspected,40.686902,-81.851896
Serious Injury Suspected,40.949708,-81.994111
Property Damage Only,40.829251,-81.847079
Property Damage Only,40.791202,-81.801543
Property Damage Only,40.965826,-81.82187
Minor Injury Suspected,40.945622,-81.764189
Property Damage Only,40.983842,-82.038531
Property Damage Only,40.984001,-82.12441
Property Damage Only,40.820795,-82.001884
Property Damage Only,40.805603,-81.897064
Property Damage Only,40.940068,-82.099878
Minor Injury Suspected,40.75609,-81.745198
Property Damage Only,40.82871,-81.874219
Property Damage Only,40.869902,-81.677322
Property Damage Only,40.711915,-81.808464
Property Damage Only,40.792884,-81.966463
Property Damage Only,40.873841,-81.842347
Property Damage Only,40.881485,-82.07357
Property Damage Only,40.926525,-81.762436
Minor Injury Suspected,40.696229,-81.70191
Injury Possible,40.954784,-82.068821
Property Damage Only,40.939395,-82.101378
Minor Injury Suspected,40.960946,-81.726446
Serious Injury Suspected,40.817209,-82.009336
Minor Injury Suspected,40.821878,-81.77787
Property Damage Only,40.821454,-81.765068
Property Damage Only,40.691402,-81.879599
Property Damage Only,40.925992,-82.052121
Minor Injury Suspected,40.962998,-81.719165
Minor Injury Suspected,40.71096,-81.745989
Minor Injury Suspected,40.670208,-81.865561
Minor Injury Suspected,40.890577,-82.108675
Minor Injury Suspected,40.792853,-82.092915
Injury Possible,40.863056,-81.74482
Injury Possible,40.859149,-81.794538
Property Damage Only,40.773743,-81.993017
Minor Injury Suspected,40.875214,-81.840055
Minor Injury Suspected,40.857992,-81.962028
Property Damage Only,40.960549,-81.878402
Injury Possible,40.951638,-81.682522
Property Damage Only,40.702019,-81.842361
Property Damage Only,40.90188,-81.803657
Property Damage Only,40.676276,-81.870457
Property Damage Only,40.772612,-81.90556
Minor Injury Suspected,40.723981,-82.055244
Minor Injury Suspected,40.702094,-81.660827
Minor Injury Suspected,40.814558,-81.775051
Property Damage Only,40.863966,-81.676751
Property Damage Only,40.967088,-81.666702
Property Damage Only,40.678816,-81.951869
Property Damage Only,40.813729,-81.668528
Property Damage Only,40.865416,-81.988931
Serious Injury Suspected,40.772299,-81.918284
Property Damage Only,40.675242,-81.822568
Property Damage Only,40.782502,-81.899231
Minor Injury Suspected,40.967941,-81.710091
Minor Injury Suspected,40.934519,-81.956484
Minor Injury Suspected,40.863984,-81.676749
Minor Injury Suspected,40.942233,-81.657822
Property Damage Only,40.676575,-81.870979
Property Damage Only,40.796535,-81.763257
Property Damage Only,40.796811,-81.765056
Minor Injury Suspected,40.945416,-81.902716
Serious Injury Suspected,40.982819,-81.877922
Fatal,40.800478,-81.718786
Injury Possible,40.986066,-81.815907
Property Damage Only,40.982393,-81.855767
Property Damage Only,40.809748,-81.844121
Minor Injury Suspected,40.733316,-81.992136
Property Damage Only,40.960215,-81.659895
Property Damage Only,40.789114,-81.95689
Minor Injury Suspected,40.907501,-82.108606
Property Damage Only,40.723776,-81.668141
Injury Possible,40.843296,-81.88811
Property Damage Only,40.874935,-81.839833
Property Damage Only,40.718311,-82.064551
Injury Possible,40.873902,-81.799412
Minor Injury Suspected,40.822372,-81.896566
Property Damage Only,40.989208,-81.994979
Injury Possible,40.798261,-81.889668
Property Damage Only,40.970369,-82.050944
Property Damage Only,40.798763,-81.707299
Minor Injury Suspected,40.867976,-82.015374
Property Damage Only,40.958734,-81.957374
Property Damage Only,40.676345,-81.870281
Property Damage Only,40.849233,-81.878411
Property Damage Only,40.799968,-81.765563
Minor Injury Suspected,40.935787,-81.665363
Property Damage Only,40.777755,-81.804622
Property Damage Only,40.762476,-81.893045
Minor Injury Suspected,40.771293,-81.972824
Minor Injury Suspected,40.873754,-81.749129
Minor Injury Suspected,40.873366,-82.029705
Property Damage Only,40.944531,-81.956714
Minor Injury Suspected,40.987084,-81.893524
Property Damage Only,40.810182,-81.844214
Minor Injury Suspected,40.761017,-81.931516
Property Damage Only,40.761091,-81.931563
Minor Injury Suspected,40.822144,-81.724525
Minor Injury Suspected,40.693632,-81.697059
Injury Possible,40.916293,-81.788961
Property Damage Only,40.800568,-81.722056
Minor Injury Suspected,40.924427,-81.765217
Property Damage Only,40.777501,-81.665565
Minor Injury Suspected,40.8443,-81.803675
Serious Injury Suspected,40.844049,-82.050527
Property Damage Only,40.916769,-81.788875
Property Damage Only,40.798436,-81.912379
Injury Possible,40.795728,-81.915963
Property Damage Only,40.79281,-81.97584
Minor Injury Suspected,40.797331,-81.843983
Property Damage Only,40.718637,-81.767011
Serious Injury Suspected,40.799222,-82.022907
Property Damage Only,40.929182,-82.119665
Serious Injury Suspected,40.693012,-81.819996
Minor Injury Suspected,40.693061,-81.819378
Property Damage Only,40.771946,-81.843881
Injury Possible,40.973812,-81.957807
Minor Injury Suspected,40.88853,-81.729621
Serious Injury Suspected,40.797131,-81.747024
Property Damage Only,40.873036,-81.763364
Property Damage Only,40.808919,-81.850771
Injury Possible,40.963014,-81.717078
Property Damage Only,40.733702,-81.939625
Fatal,40.761528,-81.9317
Serious Injury Suspected,40.942034,-82.093683
Minor Injury Suspected,40.773212,-81.928746
Minor Injury Suspected,40.88719,-81.9696
Minor Injury Suspected,40.828943,-81.963067
Property Damage Only,40.944704,-81.663711
Property Damage Only,40.676059,-81.949409
Serious Injury Suspected,40.85933,-81.705582
Property Damage Only,40.84629,-82.054292
Property Damage Only,40.828923,-81.87227
Property Damage Only,40.828852,-81.873498
Property Damage Only,40.671758,-81.92384
Minor Injury Suspected,40.915136,-81.955244
Property Damage Only,40.80026,-82.070744
Property Damage Only,40.945264,-81.744414
Property Damage Only,40.796841,-81.766078
Property Damage Only,40.942682,-82.092772
Property Damage Only,40.688723,-81.842117
Injury Possible,40.795299,-82.117624
Property Damage Only,40.873133,-81.763402
Minor Injury Suspected,40.925564,-81.763487
Property Damage Only,40.923496,-81.763247
Property Damage Only,40.784518,-81.88104
Property Damage Only,40.740923,-81.81649
Property Damage Only,40.934346,-82.109526
Property Damage Only,40.915791,-82.026525
Property Damage Only,40.781225,-81.959948
Property Damage Only,40.988154,-81.759078
Property Damage Only,40.958308,-81.658842
Minor Injury Suspected,40.796666,-81.770709
Property Damage Only,40.877059,-81.842338
Property Damage Only,40.789833,-81.999201
Minor Injury Suspected,40.988035,-81.663513
Property Damage Only,40.683402,-81.714759
Property Damage Only,40.929928,-82.119042
Property Damage Only,40.983174,-82.039525
Serious Injury Suspected,40.809331,-81.774945
Minor Injury Suspected,40.705318,-81.731153
Property Damage Only,40.777602,-81.705685
Injury Possible,40.779054,-81.970877
Minor Injury Suspected,40.722618,-81.745308
Property Damage Only,40.814383,-81.699861
Property Damage Only,40.785116,-81.964269
Injury Possible,40.68304,-82.037309
Minor Injury Suspected,40.901324,-81.914297
Property Damage Only,40.829552,-81.804453
Minor Injury Suspected,40.758637,-81.69103
Property Damage Only,40.967913,-82.053802
Property Damage Only,40.7652,-81.692263
Minor Injury Suspected,40.960371,-81.659369
Property Damage Only,40.896875,-82.093389
Minor Injury Suspected,40.881296,-81.830411
Property Damage Only,40.916646,-81.78238
Minor Injury Suspected,40.963411,-81.717733
Property Damage Only,40.829477,-81.8454
Property Damage Only,40.798565,-81.896028
Property Damage Only,40.791263,-81.938614
Property Damage Only,40.880073,-81.950948
Property Damage Only,40.79788,-81.875788
Minor Injury Suspected,40.800922,-81.840551
Minor Injury Suspected,40.987825,-81.730195
Property Damage Only,40.731818,-81.657878
Property Damage Only,40.888405,-81.729611
Minor Injury Suspected,40.850039,-81.725271
Property Damage Only,40.769976,-81.775104
Property Damage Only,40.693905,-81.700975
Minor Injury Suspected,40.737885,-81.818212
Property Damage Only,40.815051,-81.844139
Minor Injury Suspected,40.759766,-81.703794
Injury Possible,40.691692,-81.865655
Property Damage Only,40.798404,-81.742029
Property Damage Only,40.771228,-81.972115
Property Damage Only,40.753337,-81.895982
Property Damage Only,40.803537,-81.869383
Injury Possible,40.711894,-81.784218
Property Damage Only,40.79324,-81.963468
Minor Injury Suspected,40.913181,-81.793425
Property Damage Only,40.79947,-81.974986
Property Damage Only,40.902179,-81.754529
Property Damage Only,40.927495,-82.121986
Property Damage Only,40.771222,-81.972895
Property Damage Only,40.798545,-81.905767
Property Damage Only,40.955536,-81.994031
Property Damage Only,40.955895,-82.067978
Property Damage Only,40.92386,-81.763308
Property Damage Only,40.801114,-81.839972
Property Damage Only,40.857678,-82.070419
Property Damage Only,40.786197,-82.089145
Property Damage Only,40.871466,-81.763466
Property Damage Only,40.690163,-81.705227
Minor Injury Suspected,40.944962,-82.086815
Fatal,40.971272,-81.661201
Property Damage Only,40.923087,-81.648414
Property Damage Only,40.857888,-81.883133
Property Damage Only,40.792646,-81.989018
Fatal,40.829724,-81.822755
Property Damage Only,40.969225,-81.821894
Minor Injury Suspected,40.944977,-81.744107
